id,county,project name,description of the farm,soil depth cm,soil ph,soil ph class,exch acidity me,total nitrogen,total nitrogenclass,total org carbon,total org carbonclass,phosphorus olsen,phosphorus olsen class,potassium meq,potassium meqclass,calcium meq,calcium meqclass,magnesium meq,magnesium meqclass,manganese meq,manganese meqclass,copper,copper class,iron,iron class,zinc,zinc class,sodium meq,sodium meqclass,final latitude,final longitude,crop,fertilizer recommendation
47111,Nakuru,Individual,"Lenginet, Visoi, Rongai, Nakuru",,5.91,medium acid,0.5,0.19,low,1.98,moderate,20.0,low,1.26,adequate,3.6,adequate,2.44,adequate,1.48,adequate,0.72,low,89.2,adequate,12.9,adequate,0.14,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47112,Nakuru,Individual,"Lenginet, Visoi, Rongai, Nakuru",,5.56,medium acid,0.5,0.15,low,1.63,moderate,15.0,low,1.58,high,1.6,low,1.83,adequate,1.78,adequate,0.46,low,117.0,adequate,10.2,adequate,0.22,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus, calcium and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 120 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 120 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47113,Nakuru,Individual,"Lenginet, Visoi, Rongai, Nakuru",,6.14,slight acid,0.5,0.2,low,2.2,moderate,20.0,low,2.0,high,9.2,adequate,3.0,adequate,1.08,adequate,0.42,low,123.0,adequate,10.2,adequate,0.18,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Phosphorus and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47114,Nakuru,Individual,"Lenginet, Visoi, Rongai, Nakuru",,5.79,medium acid,0.5,0.13,low,1.22,low,25.0,low,1.64,high,2.2,adequate,1.67,adequate,1.37,adequate,0.2,low,98.7,adequate,10.4,adequate,0.22,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and copper are deficient. Soil organic matter content is low. At land preparation apply through broadcasting 4 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47115,Nakuru,Individual,"Kampi ya Moto, Visoi, Rongai, Nakuru",,6.31,slight acid,0.5,0.21,low,2.32,moderate,20.0,low,2.2,high,4.4,adequate,2.5,adequate,1.81,adequate,0.17,low,135.0,adequate,17.6,adequate,0.18,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Phosphorus and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47116,Nakuru,Individual,"Lenginet, Visoi, Rongai, Nakuru",,5.91,medium acid,0.5,0.18,low,2.08,moderate,30.0,adequate,1.76,high,2.6,adequate,2.37,adequate,0.98,adequate,0.15,low,124.0,adequate,10.6,adequate,0.2,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47117,Nakuru,Individual,"Lenginet, Visoi, Rongai, Nakuru",,6.26,slight acid,0.5,0.18,low,1.92,moderate,20.0,low,2.0,high,5.0,adequate,2.45,adequate,1.05,adequate,0.25,low,189.0,adequate,11.7,adequate,0.2,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47118,Nakuru,Individual,"Lenginet, Visoi, Rongai, Nakuru",,6.15,slight acid,0.5,0.24,low,2.49,moderate,25.0,low,2.4,high,7.0,adequate,2.15,adequate,1.2,adequate,0.1,low,166.0,adequate,16.8,adequate,0.19,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Phosphorus and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47119,Nakuru,Individual,"Moricho, Visoi, Rongai, Nakuru",,5.85,medium acid,0.5,0.18,low,2.04,moderate,25.0,low,1.44,adequate,5.4,adequate,3.3,high,1.15,adequate,0.1,low,86.4,adequate,14.8,adequate,0.16,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47120,Nakuru,Individual,"Lenginet, Visoi, Rongai, Nakuru",,6.03,slight acid,0.5,0.19,low,2.12,moderate,40.0,adequate,2.2,high,4.8,adequate,2.52,adequate,1.71,adequate,0.24,low,135.0,adequate,13.0,adequate,0.18,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 80 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47121,Nakuru,Individual,"Umoja, Visoi, Rongai, Nakuru",,6.07,slight acid,0.5,0.26,low,2.89,moderate,30.0,adequate,2.4,high,7.2,adequate,2.32,adequate,0.96,adequate,0.46,low,116.0,adequate,18.5,adequate,0.3,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Copper is deficient. Soil organic matter content is sufficient. At land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47122,Nakuru,Individual,"Umoja, Visoi, Rongai, Nakuru",,5.6,medium acid,0.5,0.21,low,2.37,moderate,35.0,adequate,2.0,high,5.0,adequate,2.1,adequate,0.93,adequate,0.38,low,152.0,adequate,19.5,adequate,0.3,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Copper is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 80 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47123,Nakuru,Individual,"Gicheha, Visoi, Rongai, Nakuru",,5.93,medium acid,0.5,0.22,low,2.35,moderate,30.0,adequate,2.4,high,3.2,adequate,2.07,adequate,1.5,adequate,0.17,low,172.0,adequate,9.48,adequate,0.26,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Copper is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47124,Nakuru,Individual,"Gicheha, Visoi, Rongai, Nakuru",,5.78,medium acid,0.5,0.23,low,2.56,moderate,25.0,low,1.92,high,3.8,adequate,2.3,adequate,1.46,adequate,0.16,low,141.0,adequate,13.1,adequate,0.16,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Phosphorus and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47125,Nakuru,Individual,"Kandutura, Visoi, Rongai, Nakuru",,6.0,slight acid,0.5,0.21,low,2.35,moderate,70.0,adequate,1.9,high,6.0,adequate,2.52,adequate,0.92,adequate,2.08,adequate,125.0,adequate,11.8,adequate,0.36,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Soil organic matter content should be improved. 
Maize: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 50 kg/acre of calcium ammonium nitrate (CAN). Top dress with 60 kg/acre of  in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 2 ton/acre of well decomposed manure or compost. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47126,Nakuru,Individual,"Moricho, Visoi, Rongai, Nakuru",,6.21,slight acid,0.5,0.17,low,1.82,moderate,30.0,adequate,2.2,high,4.6,adequate,3.19,high,1.98,adequate,0.23,low,135.0,adequate,13.4,adequate,0.16,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47127,Nakuru,Individual,"Makongeni, Soin, Rongai, Nakuru",,6.0,slight acid,0.5,0.16,adequate,1.73,moderate,20.0,low,1.3,adequate,6.0,adequate,2.23,adequate,1.17,adequate,0.18,low,59.8,adequate,7.09,adequate,0.22,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47128,Nakuru,Individual,"Makongeni, Soin, Rongai, Nakuru",,6.22,slight acid,0.5,0.14,adequate,1.44,moderate,20.0,low,1.66,high,5.6,adequate,2.35,adequate,1.25,adequate,0.6,low,73.0,adequate,5.5,adequate,0.22,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47129,Nakuru,Individual,"Makongeni, Soin, Rongai, Nakuru",,5.22,medium acid,0.3,0.14,adequate,1.27,low,15.0,low,1.12,adequate,2.2,adequate,1.1,adequate,1.0,adequate,0.79,low,86.4,adequate,5.08,adequate,0.16,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is acidic for crops' growth. Nitrogen, phosphorus and copper are deficient. Soil organic matter content is low. At land preparation apply through broadcasting 4 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 120 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 80 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 120 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47130,Nakuru,Individual,"Makongeni, Soin, Rongai, Nakuru",,5.14,medium acid,0.4,0.12,adequate,1.07,low,15.0,low,1.16,adequate,1.8,low,1.27,adequate,1.27,adequate,0.72,low,98.4,adequate,5.0,adequate,0.18,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is acidic for crops' growth. Nitrogen, phosphorus, calcium and copper are deficient. Soil organic matter content is low. To raise the soil pH anbd calcium content apply 250 kg/acre of agricultural lime 4 weeks before planting. At land preparation apply through broadcasting 4 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 120 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 80 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 120 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47131,Nakuru,Individual,"Makutano, Soin, Rongai, Nakuru",,6.11,slight acid,0.5,0.18,adequate,1.84,moderate,20.0,low,1.8,high,4.0,adequate,1.54,adequate,1.2,adequate,0.91,low,118.0,adequate,10.2,adequate,0.48,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47132,Nakuru,Individual,"Makutano, Soin, Rongai, Nakuru",,5.69,medium acid,0.5,0.17,adequate,1.85,moderate,20.0,low,1.24,adequate,4.0,adequate,1.84,adequate,1.07,adequate,0.93,low,109.0,adequate,7.95,adequate,0.24,adequate,-0.484889388,36.14855194,Grass,"The soil reaction (pH) is satisfactory for plants' growth. Nitrogen, phosphorus and copper are deficient. Soil organic matter content should be improved. 
Grass: Apply 2 tons/acre of well decomposed manure or compost mixed with 4 kg/acre of copper sulphate and 100 kg/acre of N:P:K 23:23:0 fertilizer.  "
47133,Nakuru,Individual,"Makutano, Soin, Rongai, Nakuru",,6.04,slight acid,0.5,0.14,adequate,1.27,low,20.0,low,1.4,adequate,2.6,adequate,1.54,adequate,1.36,adequate,0.62,low,110.0,adequate,7.0,adequate,0.36,adequate,-0.484889388,36.14855194,"Maize, grass","The soil reaction (pH) is satisfactory for plants' growth. Nitrogen, phosphorus and copper are deficient. Soil organic matter content is low. 
Maize:  At land preparation apply through broadcasting 4 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 80 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Grass: Apply 4 tons/acre of well decomposed manure or compost mixed with 4 kg/acre of copper sulphate and 100 kg/acre of N:P:K 23:23:0.  "
47134,Nakuru,Individual,"Makutano, Soin, Rongai, Nakuru",,6.11,slight acid,0.5,0.13,adequate,1.27,low,20.0,low,1.44,adequate,2.2,adequate,2.33,adequate,0.96,adequate,0.53,low,92.5,adequate,5.57,adequate,0.4,adequate,-0.484889388,36.14855194,Maize,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and copper are deficient. Soil organic matter content is low. 
Maize: At land preparation apply through broadcasting 4 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 80 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. "
47135,Nakuru,Individual,"Makutano, Soin, Rongai, Nakuru",,6.2,slight acid,0.5,0.26,adequate,2.89,moderate,25.0,low,2.2,high,9.4,adequate,2.94,adequate,1.12,adequate,0.62,low,134.0,adequate,12.9,adequate,0.32,adequate,-0.484889388,36.14855194,"Grass, shrubs","The soil reaction (pH) is satisfactory for plants' growth. Phosphorus and copper are deficient. Soil organic matter content is sufficient. 
Grass/ 
Shrubs: Apply 1 ton/acre of well decomposed manure or compost mixed with 4 kg/acre of copper sulphate and 100 kg/acre of N:P:K 23:23:0 fertilizer.  "
47136,Nakuru,Individual,"Makutano, Soin, Rongai, Nakuru",,6.1,slight acid,0.5,0.25,adequate,2.77,moderate,25.0,low,3.2,high,10.4,adequate,2.34,adequate,1.35,adequate,0.74,low,85.9,adequate,10.3,adequate,0.46,adequate,-0.484889388,36.14855194,Grass,"The soil reaction (pH) is satisfactory for plants' growth. Phosphorus and copper are deficient. Soil organic matter content is sufficient. 
Grass: Apply 1 ton/acre of well decomposed manure or compost mixed with 4 kg/acre of copper sulphate and 100 kg/acre of N:P:K 23:23:0 fertilizer.  "
47137,Nakuru,Individual,"Makutano, Soin, Rongai, Nakuru",,6.13,slight acid,0.5,0.11,adequate,1.05,low,20.0,low,1.72,high,2.0,adequate,2.05,adequate,0.57,adequate,0.8,low,92.2,adequate,5.12,adequate,0.2,adequate,-0.484889388,36.14855194,Grass,"The soil reaction (pH) is satisfactory for plants' growth. Nitrogen, phosphorus and copper are deficient. Soil organic matter content is low. 
Grass: Apply 4 tons/acre of well decomposed manure or compost mixed with 4 kg/acre of copper sulphate and 100 kg/acre of N:P:K 23:23:0 fertilizer.  "
47138,Nakuru,Individual,"Makutano, Soin, Rongai, Nakuru",,6.55,slight acid,0.5,0.15,adequate,1.56,moderate,25.0,low,2.0,high,2.2,adequate,1.84,adequate,1.1,adequate,0.84,low,110.0,adequate,7.3,adequate,0.22,adequate,-0.484889388,36.14855194,Maize,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and copper are deficient. Soil organic matter content should be improved. 
Maize: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. "
47139,Nakuru,Individual,"Makongeni, Soin, Rongai, Nakuru",,6.53,slight acid,0.5,0.13,adequate,1.46,moderate,25.0,low,0.92,adequate,2.0,adequate,1.84,adequate,1.5,adequate,0.79,low,70.9,adequate,5.0,adequate,0.36,adequate,-0.484889388,36.14855194,"Maize, sorghum","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Sorghum: At planting time apply 100 kg/acre of N:P:K 23:23:0. Three weeks after sowing top dress with 60 kg/acre of CAN. "
47140,Nakuru,Individual,"Boror, Mosop, Rongai, Nakuru",,5.71,medium acid,0.5,0.15,adequate,1.64,moderate,10.0,low,1.16,adequate,5.8,adequate,1.55,adequate,1.26,adequate,1.14,adequate,118.0,adequate,7.5,adequate,0.26,adequate,-0.484889388,36.14855194,"Maize, beans, millet","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 140 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 140 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Millet: At planting time apply 140 kg/acre of N:P:K 23:23:0. Three weeks after sowing top dress with 60 kg/acre of CAN."
47141,Nakuru,Individual,"Boror, Mosop, Rongai, Nakuru",,5.69,medium acid,0.5,0.15,adequate,1.63,moderate,20.0,low,1.18,adequate,6.2,adequate,1.8,adequate,1.6,adequate,1.14,adequate,226.0,adequate,10.4,adequate,0.42,adequate,-0.484889388,36.14855194,"Maize, beans, sorghum","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Sorghum: At planting time apply 100 kg/acre of N:P:K 23:23:0. Three weeks after sowing top dress with 60 kg/acre of CAN."
47142,Nakuru,Individual,"Boror, Mosop, Rongai, Nakuru",,6.27,slight acid,0.5,0.21,adequate,2.27,moderate,40.0,adequate,2.4,high,10.0,adequate,2.65,adequate,1.02,adequate,2.35,adequate,200.0,adequate,23.6,adequate,0.44,adequate,-0.484889388,36.14855194,"Maize, beans, kale","The soil reaction (pH) is satisfactory for crops' growth. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 80 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Kale: At planting time apply 80 kg/acre of N:P:K 23:23:0. Top dress with 50 kg/acre of CAN when plants are 20 cm high followed by 50 kg/acre of CAN after every 3 weeks.  "
47143,Nakuru,Individual,"Boror, Mosop, Rongai, Nakuru",,6.22,slight acid,0.5,0.19,adequate,1.98,moderate,55.0,adequate,2.0,high,8.2,adequate,2.27,adequate,1.59,adequate,1.29,adequate,169.0,adequate,18.0,adequate,0.36,adequate,-0.484889388,36.14855194,"Beans, kale, french beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Beans: Before planting apply by incorporation into the soil along the ridges 60 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Kale: At planting time apply 60 kg/acre of N:P:K 23:23:0. Top dress with 50 kg/acre of calcium ammonium nitrate (CAN) when plants are 20 cm high followed by 50 kg/acre of CAN after every 3 weeks. 
French beans: At planting time apply 60 kg/acre of N:P:K 23:23:0. The fertilizer should be applied in the planting farrow and mixed thoroughly with the soil before placing the seed. Top dress with 60 kg/acre of CAN at 3 leaves stage and again at the onset of flowering."
